title,link
"[DEUTSCH] House.of.Cards.S03E08.Hurrikan.German.DD51.Dubbed.DL.1080p.NetflixHD.x264-TVS","http://serienjunkies.org/house-of-cards/house-of-cards-staffel-3-web-sd720p1080p/"
